LOCAL FILE,GITHUB DESTINATION,ACTION,REASON,MODE,LOCAL GIT BLOB,GITHUB MAIN BLOB,BYTES
intelligence/benchmarks/stage15_targeted_experiments.csv,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,9e5e202db0d5a5ec4970528e03468edc123c1488,,6485
intelligence/benchmarks/stage15_targeted_failure_analysis.json,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,06e630aff447414942a656446fe5d3e5db6f628d,,12350
intelligence/benchmarks/stage15_targeted_finish.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,6215958e6c76b9684e76affeb582d1f66fab11f1,,5036
intelligence/benchmarks/stage15_targeted_finish_lock.json,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,31d4d4b5884cfed279ac581797b6dd38012029b6,,532
intelligence/benchmarks/stage15_targeted_lock.json,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,c7cf09557453bb6e5f7ef6235b27d7231015e2b9,,8494
intelligence/benchmarks/stage15_targeted_pipeline_validation.json,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,8aea79d32bb49439dd3f4e336d1348aed6834ccc,,1807372
intelligence/benchmarks/stage15_targeted_provenance.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,4b0e78565b9dcc8c6ca350fd2c28c6e24f558372,,5513
intelligence/benchmarks/stage15_targeted_regression.json,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,568780c986d74d1e725ae70e89f5f2fc2fe9e429,,12521
intelligence/benchmarks/stage15_targeted_regression.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,f0a608233a12b3c5e942fa607f48c4d026259a39,,2558
intelligence/benchmarks/stage15_targeted_report.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,8530e7ae24ea3573b7b5eaa3d32ac675525f4b89,,14529
intelligence/benchmarks/stage15_targeted_results.json,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,f09b3de5aa0cc677e5f53db06b5cf0630b34806c,,128790
intelligence/benchmarks/stage15_targeted_results_at_timeout.json,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,0fba1aa83e65a2272c8386f6d762f4dca072d5a5,,95169
intelligence/benchmarks/stage15_targeted_results_before_binding_audit.json,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,fd909cac4e77596139cb7f7de99903bd8dc1f59c,,45551
intelligence/benchmarks/stage15_targeted_run.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,206ab641ecb5acf5218a52c6eb7d9f77559a4e95,,13433
intelligence/benchmarks/stage15_targeted_t16_audit.json,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,b6d37d90115a5b9ff8e145d555a8c5d5cb4f4a0d,,8096
intelligence/benchmarks/stage15_targeted_validate.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,d2c014b92fba5896e772c28ec7298cc97fd48ec6,,6792
intelligence/benchmarks/stage15_targeted_validation.json,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,3bf624ce3dd1168fc2d4911916858785ca1b37f3,,2281
intelligence/benchmarks/stage15_validation.json,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,69577c12c7f1eb7b94dc02713a997808c3ed081c,,27435
intelligence/cleaning/__init__.py,intelligence/cleaning/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,3f36d93829cace8bae1f0e5d0ce0f2ce2d6f397c,,157
intelligence/cleaning/clean.py,intelligence/cleaning/clean.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,8fe00540095100fb5c720fdcd7c0385f85c22ef1,,6876
intelligence/config.py,intelligence/config.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,45ac809e12e3312651f026752f8553fd8216b960,,6483
intelligence/db/__init__.py,intelligence/db/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,1f0eca9c1b8725a1a9f513502d08f24cdfa33180,,243
intelligence/db/cleaning.py,intelligence/db/cleaning.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,1d2e9dd3f1448417dbe69a3a6a0bb68b935a3cb3,,3939
intelligence/db/connection.py,intelligence/db/connection.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,cf7dee86bfb803ea12c0a5f4f7ed95c79cd80bf0,,4015
intelligence/db/deduplication.py,intelligence/db/deduplication.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,48c9e8f7454940bf11fcad1b27b6cb14d1c902dc,,3309
intelligence/db/entities.py,intelligence/db/entities.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,7bee131af27ae941d42c41acfa6d149d5fccd1a0,,4436
intelligence/db/events.py,intelligence/db/events.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,75b0265e196516a551bb981e17e3e5c85e382e5c,,7344
intelligence/db/intelligence.py,intelligence/db/intelligence.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,bdedcc0aab4d603753b429cccca2d9a5ca61a369,,8229
intelligence/db/locking.py,intelligence/db/locking.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,3eb4780a4f83d94f7c9e3748a6ad415c5b06a4ff,,1975
intelligence/db/metrics.py,intelligence/db/metrics.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,69057af3987296f84c08f1bd802d8b20d074c19e,,6766
intelligence/db/relevance.py,intelligence/db/relevance.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,05394d664ce4e9662f605727f002053414589225,,2656
intelligence/db/runs.py,intelligence/db/runs.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,dc69d4b2882fdea76d2ce800f1ffab09a24d12ae,,3756
intelligence/db/schema.sql,intelligence/db/schema.sql,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,3a0d4b4c5e41eeccd259a1b27313203dddbe342f,,53256
intelligence/db/snapshots.py,intelligence/db/snapshots.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,cd3b7c1a11ef5d2995c4ad51b5298613006f4270,,868
intelligence/db/uae_relevance.py,intelligence/db/uae_relevance.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,d4ab50d08d959d16851b28e04725508055d9b3ba,,3008
intelligence/deduplication/README.md,intelligence/deduplication/README.md,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,f83e289c6619e6a83a08569f30001c2d9d40b0db,,7390
intelligence/deduplication/__init__.py,intelligence/deduplication/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,a1e53107f9483b16264f5f6a98487de27dda7798,,223
intelligence/deduplication/compare.py,intelligence/deduplication/compare.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,503f9c30805d3394bd5fbe94d6f80da120976c05,,4554
intelligence/deduplication/groups.py,intelligence/deduplication/groups.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,6551330b6705d1bfbe95fdf67833f427bb0e4719,,2063
intelligence/deduplication/normalize.py,intelligence/deduplication/normalize.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,14efb80cc3698c6c4fe61ca3057ff42befa6e093,,3689
intelligence/entities/README.md,intelligence/entities/README.md,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,cb72c8237e83ac172f9e1d5bca3fb9fe3986cf0b,,12169
intelligence/entities/__init__.py,intelligence/entities/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,30d0f7d1997a00d6681343417c57991bc7b71bdf,,74
intelligence/entities/catalog.json,intelligence/entities/catalog.json,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,0c9399986b380096659699f186fad5366d52582b,,23850
intelligence/entities/extract.py,intelligence/entities/extract.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,9f9217cafd71dd33a3a7fc816efc1bec505ab48a,,6530
intelligence/entities/normalize.py,intelligence/entities/normalize.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,1b9de4d8afd21f2fb29a95bf16d14f5af088b2f0,,972
intelligence/entities/registry.py,intelligence/entities/registry.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,595c34bdd302a37454baff62cd5ec20348660567,,5040
intelligence/enums.py,intelligence/enums.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,41312a446f063a6a1429a56842fea43bec7735ca,,6522
intelligence/errors.py,intelligence/errors.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,f0ac3504fbd47bce7dcec7f9be1b39aa3bdaa4c9,,7066
intelligence/events/README.md,intelligence/events/README.md,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,d5a76559ae53102eaa8ea912839437ddee3fdaf1,,14256
intelligence/events/__init__.py,intelligence/events/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,37e3d58830fa851eda4ffb6c25cc1dd396b687f4,,77
intelligence/events/extract.py,intelligence/events/extract.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,760eb880ef7f2b31aef6d569c51daa17c152d048,,8349
intelligence/events/identity.py,intelligence/events/identity.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,653c5b6ebc797ec28389a02d4327bbaf2eb9f5f4,,801
intelligence/events/rules.py,intelligence/events/rules.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,7bfe44c1cdcad7726ec953bbbd36fa0ea6e0e2a9,,8223
intelligence/llm/README.md,intelligence/llm/README.md,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,a58382d3bd60c09742414307eba49b43fa7534ed,,2562
intelligence/llm/__init__.py,intelligence/llm/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,b6d2f296f7420c0a058331b4d6a540153eaae378,,66
intelligence/llm/final_qualification_gate.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,472ccc20b773b48a84d28159685597476dfa77d7,,7129
intelligence/llm/mvp_selection.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,ce4a722b1fc1ee3d51bdbccebb789d5290486d7f,,2692
intelligence/llm/ollama.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,9f74b9147ceaa7d2a40bd7eb67c824ddc230b6f9,,4308
intelligence/llm/openrouter.py,intelligence/llm/openrouter.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,a935311bbfb7c5f1bb605bb8ee20d30192b51265,,11230
intelligence/llm/openrouter_settings.py,intelligence/llm/openrouter_settings.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,4626a10a388e9e30a6e6969775b8417316b37018,,1170
intelligence/llm/targeted_qualification_gate.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,302da772b4c4c9d12a828f4c39c216e7dabd43b1,,10851
intelligence/metrics/README.md,intelligence/metrics/README.md,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,7e232285088cdf11f41fc401fe7195b5dd9f81a4,,10447
intelligence/metrics/__init__.py,intelligence/metrics/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,4d2899a83c2ed43b56deda9ab474587afc1696c2,,64
intelligence/metrics/extract.py,intelligence/metrics/extract.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,feb86f0fb5c2cf0f68364b0e9e199b7e8bc21e6f,,14431
intelligence/metrics/identity.py,intelligence/metrics/identity.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,06be732cb025fa37fd9cafc182191bdd6119ec4e,,675
intelligence/metrics/numbers.py,intelligence/metrics/numbers.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,c0b1d47096dc2932b88458465632aa3f89a2ffbb,,1936
intelligence/metrics/rules.py,intelligence/metrics/rules.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,f4b8850e1ed5b872cb71b817baf44b67adff0067,,2491
intelligence/pipeline/__init__.py,intelligence/pipeline/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,5a235dc2c0043402506a504aa24e8df0287cb9de,,305
intelligence/pipeline/clean.py,intelligence/pipeline/clean.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,877176090e497302ff97d5c1aa8dcb837049da00,,8592
intelligence/pipeline/deduplicate.py,intelligence/pipeline/deduplicate.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,a572f66c087a7a3e4ced255bd4ba7f9e6e1aaee8,,9810
intelligence/pipeline/entities.py,intelligence/pipeline/entities.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,e373c7b2cfd81c45f1a0dbc7b1003eaa1d9d5148,,10174
intelligence/pipeline/events.py,intelligence/pipeline/events.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,b8b47fca574f1890121861e6bb76787a2c5d2f92,,10390
intelligence/pipeline/fetch.py,intelligence/pipeline/fetch.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,e5851a25b6ab5eb0097ddce7d4edea888149011f,,31176
intelligence/pipeline/intelligence.py,intelligence/pipeline/intelligence.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,9e22927a3a01accd92a026541bfd26d2977b9def,,6485
intelligence/pipeline/metrics.py,intelligence/pipeline/metrics.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,7fe0f3b8e36ef2f98bd480b8f4dad17c7671fa41,,9024
intelligence/pipeline/relevance.py,intelligence/pipeline/relevance.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,4e7583336956ab600f7b47078d6cdd0d398f6eb7,,9376
intelligence/pipeline/run.py,intelligence/pipeline/run.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,2c2eadbbc245264d056b63b5bc929b5a39e3dfc2,,21487
intelligence/pipeline/uae_relevance.py,intelligence/pipeline/uae_relevance.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,bff17aee7ea9100b2845c96e56be75ed6e284a71,,9015
intelligence/production/__init__.py,intelligence/production/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,c3858e76b20fc506255edf4dae21c758a9d4a1b9,,80
intelligence/production/artifacts.py,intelligence/production/artifacts.py,ADD,"Production-only portable DB/history export, integrity gates, safe archives and atomic materialization.",SOURCE,34160038cc5a931e77dbab325883b791189c5770,,14527
intelligence/production/refresh.py,intelligence/production/refresh.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,a1a48b1daeafbddcada34b5d8e68969b58a98108,,7358
intelligence/production/release_job.py,intelligence/production/release_job.py,ADD,Restore before controlled ingestion; no publication on acquisition/build/artifact failure.,SOURCE,f263317e1f5d4cc6575105fae851a13f64adc86b,,3928
intelligence/production/releases.py,intelligence/production/releases.py,ADD,"Fixed existing GitHub repository, bounded release transfer and validated draft-to-published handoff.",SOURCE,6245ddb648bb4c0875a9b98bb11c4df0f12efedc,,7243
intelligence/production/startup.py,intelligence/production/startup.py,ADD,"Artifact-only startup, hourly check bound, last-valid recovery and fixed-repository rollback selection.",SOURCE,4b0c82a3aafc0f33b89431c5a90b610a58997e6f,,3613
intelligence/production/store.py,intelligence/production/store.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,a6f9416ea27fb00db4b836342d45e3036a347c5d,,6530
intelligence/production/worker.py,intelligence/production/worker.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,604d24312b3d96155aeabe6fbe1942fd6664645d,,2648
intelligence/query/README.md,intelligence/query/README.md,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,d8a444d2219a9df029038e97022aeb38541c04e5,,10171
intelligence/query/__init__.py,intelligence/query/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,a8d4edb45cb60ed2ba13599aad780310b95bb38c,,80
intelligence/query/actions.py,intelligence/query/actions.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,b3b9b56edf03bf7603f86fe1875a9800a627c3a4,,17833
intelligence/query/catalog.py,intelligence/query/catalog.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,87acad96a43b78671edbe92c35b3c4d6d521fa4f,,9838
intelligence/query/models.py,intelligence/query/models.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,3ef576e433abaed4a16cbb3b519dabe778a2e0cf,,13200
intelligence/query/registry.py,intelligence/query/registry.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,b309da8316c9167795d3f18a68562b915ed3b661,,3427
intelligence/query/resolution.py,intelligence/query/resolution.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,b03ce41da0d37465d8e99e91266a5bd49c41c56f,,5224
intelligence/query/router.py,intelligence/query/router.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,2e28b9d0e0d287618450a5a86c18737474745f39,,13838
intelligence/query/run.py,intelligence/query/run.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,fa0b9b3b10a91d936ce3507ddc733da815bd184f,,1213
intelligence/query/service.py,intelligence/query/service.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,8e25d7f495cc0b909c97dd58d401fa0a4fd9b2f5,,1367
intelligence/query/suggestions.py,intelligence/query/suggestions.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,e29046e2626b9e001ec3a52a0b3f7ef92f880150,,3772
intelligence/relevance/README.md,intelligence/relevance/README.md,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,f527457030f7303acce559441a980ace89c93240,,10340
intelligence/relevance/__init__.py,intelligence/relevance/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,975b5385772553f2f5d38ec92c855bce53bdb241,,68
intelligence/relevance/classify.py,intelligence/relevance/classify.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,2bd14e37bba8ded8c67305630bb38c0d85707b1a,,6212
intelligence/relevance/rules.py,intelligence/relevance/rules.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,1d67eb9c0c5d73abee9b73e89428927902070280,,5509
intelligence/schemas.py,intelligence/schemas.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,31ebfdc83d36a9c2c24888a78ba9f5871123efea,,31708
intelligence/serving/README.md,intelligence/serving/README.md,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,90b875b6cae7d97637378f110d07aa8753e5f46f,,10663
intelligence/serving/__init__.py,intelligence/serving/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,179f5d463f556f25d716b61c975a46d37993491c,,72
intelligence/serving/build.py,intelligence/serving/build.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,bbecc4fc2ab69f059fe31572f956c3e6db6e2003,,8096
intelligence/serving/movements.py,intelligence/serving/movements.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,6d4d46c18269473d672a7e4e8808277255206b15,,3337
intelligence/serving/periods.py,intelligence/serving/periods.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,fb3632149a18bb0c5c424ac2a7bd7f5080b991c2,,1260
intelligence/serving/policy.py,intelligence/serving/policy.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,b2d34887aaf2a70da710589c4cf48360ee37c912,,1766
intelligence/serving/rankings.py,intelligence/serving/rankings.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,8cf12fbc35350153c25a8bea565e0627640275f3,,1777
intelligence/serving/series.py,intelligence/serving/series.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,79eb92b111ecd28feeda3c5d1ef372982adf8522,,2513
intelligence/sources/__init__.py,intelligence/sources/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,05014c74bb417a034aef53012b672a1309e81472,,352
intelligence/sources/health.py,intelligence/sources/health.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,53dd48744bcf36d48d723097027edbceeee5b6f4,,6140
intelligence/sources/registry.py,intelligence/sources/registry.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,4a7b164ad6577cc9c91590f020341318c6ee2d59,,31518
intelligence/storage/__init__.py,intelligence/storage/__init__.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,cf24d92d009194e5df583d29b985fb62041567fb,,1328
intelligence/storage/check.py,intelligence/storage/check.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,5d9c94dcaa6d1339a90225d72346d8e9af25cb50,,8998
intelligence/storage/raw.py,intelligence/storage/raw.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,d766b63cc56eb644b28362a236b3aed01e5acb6d,,10778
intelligence/storage/rotation.py,intelligence/storage/rotation.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,5a3610eafcd492a35f92332c5a1759e513ef3d35,,3915
intelligence/storage/validate.py,intelligence/storage/validate.py,ADD,Completed production backend dependency or its module contract; preserve algorithm and selected model unchanged.,SOURCE,f82a690f8f583556d770eafdf273baa8d1f7d4c0,,4817
intelligence/tests/__init__.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,e69de29bb2d1d6434b8b29ae775ad8c2e48c5391,,0
intelligence/tests/deployment_local_validation.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,e7929185bf2562aa0e57921b81b6d48372498ace,,2906
intelligence/tests/deployment_regression.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,87088d8d87d6b8f39433db76537117938c6b21a1,,1915
intelligence/tests/deployment_ui_smoke.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,a17265b7a9a3813dfd2cb46cd10a923f2d1f25c7,,1810
intelligence/tests/fixtures/answer_engine.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,4c43b857b99dc225869ee89eb5568343bd69351a,,2295
intelligence/tests/fixtures/deduplication.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,cae294afb2e8b1a4df22cace87374adbf2259167,,5395
intelligence/tests/fixtures/entities.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,f58bb1a6b0fac9c4f5de8877df55dcf601db28e7,,5891
intelligence/tests/fixtures/events.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,2b7791ad356fecad8e233f954977c05f97fd693e,,10111
intelligence/tests/fixtures/intelligence.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,7a8463109ee9b96ca20fbf6e84730b78e1f74d96,,980
intelligence/tests/fixtures/metrics.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,d489501cafc54787db74e582dfee04ab5de060cc,,9653
intelligence/tests/fixtures/pipeline.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,f2e1d8f98c82abf1f58faeb38936400f67f4c56a,,19452
intelligence/tests/fixtures/query.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,959e4b37a77ea448e2d6c1f1296ed571265f7548,,3617
intelligence/tests/fixtures/relevance.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,b47864c037c59bf5814d8a8abee67697dec6be38,,7956
intelligence/tests/fixtures/rss/empty_feed.xml,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,01ebcd71f133faa8f8ce9f0b66439d049abf07f0,,241
intelligence/tests/fixtures/rss/malformed.xml,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,9ac5f1f788caba408474f8291b80c5729a34628a,,272
intelligence/tests/fixtures/rss/missing_optional_fields.xml,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,65a5e247d8a175c61d3962ea9c85946229bdb967,,775
intelligence/tests/fixtures/rss/valid_atom.xml,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,9de7426451aa40782398c73238db5f4147fdad6f,,964
intelligence/tests/fixtures/rss/valid_rss20.xml,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,24387e1be9ef2083a010521eba801043d1f9161c,,1584
intelligence/tests/fixtures/uae_relevance.py,—,EXCLUDE,Local/test/runtime/history/audit or non-production file outside the exact source allowlist.,LOCAL_ONLY,3ec215c6b28d004b5b0ce74ed05fdb7046c82a11,,8170
