,area_name_en,meter_sale_price,instance_date
215439,Al Barsha South Fourth,14221.92,2024-02-12
215440,Al Barsha South Fourth,9403.32,2022-12-20
215441,Al Barsha South Fourth,10589.48,2024-04-22
215442,Al Barsha South Fourth,8837.83,2023-02-02
215443,Al Barsha South Fourth,11564.95,2024-03-08
215444,Al Barsha South Fourth,16886.23,2025-08-27
215445,Al Barsha South Fourth,11558.23,2023-12-05
215446,Al Barsha South Fourth,15675.43,2024-04-19
215447,Al Barsha South Fourth,17708.91,2024-04-22
215448,Al Barsha South Fourth,13589.71,2024-03-08
215449,Al Barsha South Fourth,11351.74,2024-04-02
215450,Al Barsha South Fourth,12212.5,2024-05-28
215451,Al Barsha South Fourth,13781.22,2024-04-26
215452,Al Barsha South Fourth,13590.23,2024-11-21
215453,Al Barsha South Fourth,6820.95,2022-12-08
215454,Al Barsha South Fourth,10945.27,2023-09-28
215455,Al Barsha South Fourth,14510.78,2023-09-28
215456,Al Barsha South Fourth,14800.98,2025-03-10
215457,Al Barsha South Fourth,10059.46,2023-11-09
215458,Al Barsha South Fourth,15561.57,2025-01-24
215459,Al Barsha South Fourth,11629.18,2024-09-09
215460,Al Barsha South Fourth,13426.19,2025-03-17
215461,Al Barsha South Fourth,9714.13,2023-03-07
215462,Al Barsha South Fourth,13282.6,2023-09-28
215463,Al Barsha South Fourth,12687.7,2023-12-13
215464,Al Barsha South Fourth,13474.24,2024-11-21
215465,Al Barsha South Fourth,16671.78,2025-06-17
215466,Al Barsha South Fourth,17462.48,2025-06-12
215467,Al Barsha South Fourth,9784.55,2025-05-14
215468,Al Barsha South Fourth,12565.75,2025-05-14
215469,Al Barsha South Fourth,5954.37,2025-05-15
215470,Al Barsha South Fourth,7575.76,2024-01-11
215471,Al Barsha South Fourth,6671.18,2023-08-31
215472,Al Barsha South Fourth,8627.06,2023-12-28
215473,Al Barsha South Fourth,6636.69,2023-02-28
215474,Al Barsha South Fourth,7594.06,2023-10-09
215475,Al Barsha South Fourth,9759.46,2023-06-09
215476,Al Barsha South Fourth,11754.35,2024-03-06
215477,Al Barsha South Fourth,12428.13,2024-09-17
215478,Al Barsha South Fourth,8738.11,2025-05-15
215479,Al Barsha South Fourth,6444.05,2023-07-17
215480,Al Barsha South Fourth,15443.51,2025-06-03
215481,Al Barsha South Fourth,17224.6,2025-07-24
215482,Al Barsha South Fourth,17165.34,2025-06-03
215483,Al Barsha South Fourth,18864.4,2025-05-21
215484,Al Barsha South Fourth,16576.09,2025-07-30
215485,Al Barsha South Fourth,17467.72,2025-03-05
215486,Al Barsha South Fourth,20596.24,2025-07-31
215487,Al Barsha South Fourth,15614.39,2024-12-30
215488,Al Barsha South Fourth,15303.12,2024-12-31
215489,Al Barsha South Fourth,14156.67,2025-06-10
215490,Al Barsha South Fourth,16629.34,2024-06-24
215491,Al Barsha South Fourth,13721.44,2024-05-06
215492,Al Barsha South Fourth,13454.24,2024-05-02
215493,Al Barsha South Fourth,19297.17,2024-05-06
215494,Al Barsha South Fourth,16333.2,2024-07-15
215495,Al Barsha South Fourth,12905.86,2024-05-06
215496,Al Barsha South Fourth,17565.88,2024-07-25
215497,Al Barsha South Fourth,16143.8,2023-08-14
215498,Al Barsha South Fourth,17754.05,2023-08-14
215499,Al Barsha South Fourth,16206.69,2022-12-28
215500,Al Barsha South Fourth,16646.94,2022-12-05
215501,Al Barsha South Fourth,12942.99,2023-12-21
215502,Al Barsha South Fourth,16221.84,2022-12-26
215503,Al Barsha South Fourth,17438.33,2022-12-06
215504,Al Barsha South Fourth,21276.6,2025-03-20
215505,Al Barsha South Fourth,19521.93,2023-09-18
215506,Al Barsha South Fourth,15045.28,2023-12-14
215507,Al Barsha South Fourth,7872.09,2024-05-27
215508,Al Barsha South Fourth,10147.04,2025-03-14
215509,Al Barsha South Fourth,8351.49,2023-01-30
215510,Al Barsha South Fourth,8724.83,2023-02-27
215511,Al Barsha South Fourth,10226.69,2023-04-05
215512,Al Barsha South Fourth,11086.09,2025-08-14
215513,Al Barsha South Fourth,10349.4,2023-03-21
215514,Al Barsha South Fourth,9521.4,2023-03-21
215515,Al Barsha South Fourth,10425.42,2023-06-06
215516,Al Barsha South Fourth,11938.52,2025-06-11
215517,Al Warsan First,3946.15,2022-11-28
215518,Al Warsan First,3671.64,2024-11-08
215519,Al Barsha South Fourth,12735.1,2024-07-26
215520,Al Barsha South Fourth,12262.5,2024-11-19
215521,Al Barsha South Fourth,16168.15,2025-07-21
215522,Al Barsha South Fourth,7776.58,2024-07-16
215523,Al Barsha South Fourth,13468.87,2024-10-03
215524,Al Barsha South Fourth,16290.73,2024-07-15
215525,Al Barsha South Fourth,8114.69,2024-10-04
215526,Al Barsha South Fourth,7776.58,2024-07-16
215527,Al Barsha South Fourth,18368.25,2024-10-21
215528,Al Barsha South Fourth,12122.84,2024-12-16
215529,Al Barsha South Fourth,15125.32,2024-12-30
215530,Al Barsha South Fifth,18454.48,2024-07-29
215531,Al Barsha South Fifth,7835.58,2022-09-14
215532,Al Barsha South Fifth,18957.63,2025-01-27
215533,Al Barsha South Fifth,17640.21,2024-11-25
215534,Al Barsha South Fifth,19584.6,2024-12-09
215535,Al Barsha South Fifth,17482.83,2025-01-27
215536,Al Barsha South Fifth,17711.31,2024-11-25
215537,Al Barsha South Fifth,11646.94,2025-06-26
215538,Al Barsha South Fifth,11994.73,2022-12-28
215539,Al Barsha South Fifth,11750.88,2025-01-20
215540,Al Barsha South Fifth,12288.73,2023-01-05
215541,Al Barsha South Fifth,12347.45,2025-07-28
215542,Al Barsha South Fifth,18111.42,2025-06-09
215543,Al Barsha South Fifth,12288.72,2023-01-05
215544,Al Barsha South Fifth,21239.62,2025-08-19
215545,Al Barsha South Fifth,11759.54,2024-11-25
215546,Al Barsha South Fifth,12229.95,2022-09-30
215547,Al Barsha South Fifth,15297.53,2024-10-28
215548,Al Barsha South Fifth,13183.09,2024-03-11
215549,Al Barsha South Fifth,13863.9,2024-11-13
215550,Al Barsha South Fifth,11061.21,2024-10-24
215551,Al Barsha South Fifth,5005.26,2024-04-25
215552,Al Barsha South Fifth,5005.26,2024-04-25
215553,Al Barsha South Fifth,10729.74,2025-01-13
215554,Al Barsha South Fifth,13309.26,2025-05-07
215555,Al Barsha South Fifth,5005.26,2023-03-17
215556,Al Barsha South Fifth,7277.86,2025-04-07
215557,Al Barsha South Fifth,7777.59,2024-02-01
215558,Al Barsha South Fifth,15162.35,2025-01-30
215559,Al Barsha South Fifth,13991.51,2024-06-07
215560,Al Barsha South Fifth,14523.38,2024-10-03
215561,Al Barsha South Fifth,10394.73,2022-10-11
215562,Al Barsha South Fifth,10858.73,2023-02-13
215563,Al Barsha South Fifth,11515.86,2023-03-02
215564,Al Barsha South Fifth,11173.77,2022-11-07
215565,Al Barsha South Fifth,11428.97,2023-02-09
215566,Al Barsha South Fifth,14851.77,2022-11-01
215567,Al Barsha South Fifth,10809.34,2022-11-30
215568,Al Barsha South Fifth,10916.03,2025-02-18
215569,Al Barsha South Fifth,8078.17,2024-04-01
215570,Al Barsha South Fifth,10397.37,2024-02-19
215571,Al Barsha South Fifth,11666.21,2025-01-08
215572,Al Barsha South Fifth,16523.66,2024-11-11
215573,Al Barsha South Fifth,15045.93,2025-07-07
215574,Al Barsha South Fifth,21301.64,2025-04-30
215575,Al Barsha South Fifth,11654.35,2025-07-21
215576,Al Barsha South Fifth,10996.95,2025-05-08
215577,Al Barsha South Fifth,13163.59,2024-06-11
215578,Al Barsha South Fifth,15206.12,2025-04-07
215579,Al Barsha South Fifth,18036.07,2025-06-16
215580,Al Barsha South Fifth,14728.34,2023-09-20
215581,Al Barsha South Fifth,9503.49,2025-08-19
215582,Al Barsha South Fifth,6877.85,2023-05-30
215583,Al Barsha South Fifth,7893.46,2024-06-25
215584,Al Barsha South Fifth,13223.46,2025-07-09
215585,Al Barsha South Fifth,12991.77,2024-08-01
215586,Al Barsha South Fifth,12777.04,2025-04-14
215587,Al Barsha South Fifth,12454.92,2024-11-19
215588,Al Barsha South Fifth,13099.12,2024-11-20
215589,Al Barsha South Fifth,12409.66,2024-09-03
215590,Al Barsha South Fifth,15065.71,2024-11-21
215591,Al Barsha South Fifth,15418.97,2025-02-21
215592,Al Barsha South Fifth,15785.6,2024-11-01
215593,Al Barsha South Fifth,16051.64,2025-04-17
215594,Al Barsha South Fifth,13140.6,2024-11-01
215595,Al Thanyah Fifth,20451.36,2024-05-20
215596,Al Thanyah Fifth,21178.63,2024-06-07
215597,Al Thanyah Fifth,21689.27,2023-12-25
215598,Al Thanyah Fifth,23788.12,2023-10-09
215599,Al Thanyah Fifth,21097.19,2024-02-21
215600,Al Thanyah Fifth,23034.65,2023-09-29
215601,Al Thanyah Fifth,24403.47,2024-12-17
215602,Al Thanyah Fifth,23138.54,2024-05-27
215603,Al Thanyah Fifth,11351.81,2025-05-07
215604,Al Thanyah Fifth,13034.76,2025-02-12
215605,Al Thanyah Fifth,7615.89,2025-08-04
215606,Al Thanyah Fifth,13410.6,2025-01-22
215607,Al Thanyah Fifth,11900.07,2023-11-20
215608,Al Thanyah Fifth,12024.21,2025-07-09
215609,Al Thanyah Fifth,9672.54,2025-02-28
215610,Al Thanyah Fifth,12242.63,2024-04-29
215611,Al Thanyah Fifth,9184.85,2024-04-25
215612,Al Thanyah Fifth,6525.29,2024-10-09
215613,Al Thanyah Fifth,11081.92,2023-11-07
215614,Al Thanyah Fifth,5699.43,2024-03-12
215615,Al Thanyah Fifth,12871.18,2024-07-30
215616,Al Thanyah Fifth,11042.23,2023-02-14
215617,Al Thanyah Fifth,6087.76,2022-11-17
215618,Al Thanyah Fifth,9058.99,2022-10-21
215619,Al Thanyah Fifth,6550.4,2023-05-08
215620,Al Thanyah Fifth,10419.72,2024-12-09
215621,Al Thanyah Fifth,15612.14,2023-09-18
215622,Al Thanyah Fifth,13912.6,2025-03-18
215623,Al Thanyah Fifth,16616.71,2025-07-10
215624,Al Thanyah Fifth,16013.75,2025-03-19
215625,Al Thanyah Fifth,12618.84,2024-08-23
215626,Al Thanyah Fifth,12230.41,2025-07-11
215627,Al Thanyah Fifth,11257.36,2024-10-25
215628,Al Thanyah Fifth,9586.41,2023-04-04
215629,Al Thanyah Fifth,19857.57,2023-01-09
215630,Al Thanyah Fifth,21336.39,2023-08-11
215631,Al Thanyah Fifth,16898.18,2022-09-14
215632,Al Thanyah Fifth,18025.46,2022-11-14
215633,Al Thanyah Fifth,15476.92,2025-03-20
215634,Al Thanyah Fifth,15943.06,2022-11-29
215635,Al Thanyah Fifth,18235.88,2023-03-20
215636,Al Thanyah Fifth,21351.06,2022-12-21
215637,Al Thanyah Fifth,18509.86,2022-12-26
215638,Al Thanyah Fifth,19657.77,2023-03-17
215639,Al Thanyah Fifth,13763.73,2022-12-08
215640,Al Thanyah Fifth,11966.36,2024-06-13
215641,Al Thanyah Fifth,10461.05,2023-06-07
215642,Al Thanyah Fifth,15092.26,2024-06-20
215643,Al Thanyah Fifth,6737.29,2023-05-16
215644,Marsa Dubai,11514.03,2022-10-03
215645,Marsa Dubai,13089.06,2024-09-23
215646,Marsa Dubai,8234.09,2024-12-30
215647,Marsa Dubai,8770.4,2023-03-07
215648,Al Barshaa South Third,10073.64,2023-06-22
215649,Al Barshaa South Third,19026.19,2022-11-21
215650,Al Barshaa South Third,19206.19,2024-01-24
215651,Al Barshaa South Third,15157.19,2025-05-07
215652,Al Barshaa South Third,13384.32,2023-12-29
215653,Al Warsan First,6921.9,2024-04-22
215654,Al Hebiah First,7754.31,2024-04-29
215655,Al Hebiah First,5878.32,2022-11-30
215656,Al Hebiah First,5910.6,2025-06-11
215657,Al Hebiah First,7265.49,2024-05-13
215658,Al Hebiah First,5448.93,2024-11-15
215659,Al Hebiah First,10558.16,2025-04-22
215660,Al Hebiah First,6920.78,2023-05-31
215661,Al Hebiah First,8473.25,2023-02-15
215662,Al Hebiah First,7990.95,2024-03-20
215663,Al Hebiah First,4010.27,2023-12-13
215664,Al Hebiah First,8084.47,2025-04-11
215665,Al Hebiah First,7172.75,2023-06-07
215666,Al Hebiah First,7750.01,2025-06-23
215667,Al Hebiah First,6752.22,2024-08-06
215668,Al Hebiah First,7075.23,2023-11-24
215669,Al Hebiah First,8248.86,2024-10-10
215670,Al Hebiah First,6727.3,2024-01-23
215671,Al Hebiah First,8831.87,2025-06-16
215672,Al Hebiah First,9209.05,2024-07-23
215673,Al Hebiah First,8317.24,2023-08-07
215674,Al Hebiah First,9455.79,2024-12-11
215675,Al Hebiah First,7388.25,2025-04-28
215676,Al Hebiah First,3392.62,2023-01-19
215677,Al Hebiah First,6310.49,2024-08-02
215678,Al Hebiah First,4834.2,2024-11-07
215679,Al Hebiah First,7448.73,2025-08-04
215680,Al Hebiah First,7408.71,2023-05-02
215681,Al Hebiah First,5367.49,2023-12-06
215682,Al Hebiah First,5903.9,2024-03-25
215683,Al Hebiah First,7572.15,2024-11-11
215684,Al Hebiah First,7572.14,2024-11-11
215685,Al Hebiah First,6091.79,2023-10-31
215686,Al Hebiah First,5440.71,2024-09-25
215687,Al Hebiah First,7572.11,2024-11-11
215688,Al Hebiah First,8507.9,2025-04-22
215689,Al Hebiah First,6866.34,2024-07-02
215690,Al Hebiah First,10225.74,2025-04-16
215691,Al Hebiah First,5618.77,2025-04-08
215692,Al Hebiah First,7572.17,2024-11-11
215693,Al Hebiah First,7572.1,2024-11-11
215694,Al Hebiah First,5395.59,2024-09-12
215695,Al Hebiah First,7394.19,2024-11-13
215696,Al Hebiah First,7572.1,2024-11-11
215697,Al Hebiah First,13454.78,2025-03-05
215698,Al Hebiah First,7139.42,2024-04-04
215699,Al Hebiah First,4665.15,2024-02-20
215700,Al Hebiah First,6432.72,2024-02-20
215701,Al Hebiah First,9934.55,2025-05-07
215702,Al Hebiah First,6460.27,2023-08-04
215703,Al Warsan First,4798.9,2023-11-02
215704,Al Warsan First,4355.13,2023-02-13
215705,Al Warsan First,5507.96,2023-07-13
215706,Al Warsan First,5514.71,2025-01-22
215707,Al Barshaa South Third,5943.96,2023-03-10
215708,Al Barshaa South Third,6536.16,2024-08-28
215709,Al Hebiah First,10226.31,2025-08-01
215710,Al Hebiah First,12110.11,2025-08-01
215711,Madinat Dubai Almelaheyah,26369.04,2024-02-16
215712,Madinat Dubai Almelaheyah,26852.73,2024-06-04
215713,Madinat Dubai Almelaheyah,28628.1,2024-01-12
215714,Madinat Dubai Almelaheyah,28743.8,2023-12-28
215715,Al Warsan First,6000.0,2024-06-04
215716,Burj Khalifa,18905.07,2023-02-28
215717,Burj Khalifa,27064.11,2025-03-25
215718,Burj Khalifa,23307.28,2025-08-28
215719,Al Warsan First,5057.8,2023-06-19
215720,Al Warsan First,1351.2,2025-02-13
215721,Al Hebiah Fourth,7078.74,2024-05-28
215722,Al Hebiah Fourth,12138.23,2025-03-03
215723,Burj Khalifa,30539.45,2024-05-06
215724,Burj Khalifa,19930.51,2024-03-25
215725,Burj Khalifa,24499.6,2023-05-29
215726,Burj Khalifa,24457.98,2023-05-05
215727,Al Thanyah Fifth,11745.5,2024-01-24
215728,Al Thanyah Fifth,13618.48,2025-04-14
215729,Palm Jumeirah,20169.79,2024-01-25
215730,Palm Jumeirah,9320.67,2025-02-04
215731,Marsa Dubai,24267.13,2025-01-22
215732,Palm Jumeirah,17991.16,2024-02-05
215733,Palm Jumeirah,19692.62,2024-02-28
215734,Al Hebiah Fourth,18342.57,2024-09-02
215735,Al Hebiah Fourth,16855.87,2024-05-10
215736,Al Hebiah Fourth,13472.51,2024-04-23
215737,Al Hebiah Fourth,13477.68,2023-11-06
215738,Al Hebiah Fourth,17438.38,2024-05-21
215739,Al Thanyah Fifth,16924.56,2024-04-03
215740,Al Thanyah Fifth,11106.48,2024-06-19
215741,Al Barsha South Fourth,14000.88,2023-07-05
215742,Al Barsha South Fourth,9399.37,2022-11-02
215743,Al Barsha South Fourth,7468.26,2024-10-17
215744,Al Barsha South Fourth,6675.32,2023-11-27
215745,Al Barsha South Fourth,6891.72,2023-03-29
215746,Al Barsha South Fourth,10350.19,2024-05-15
215747,Al Barsha South Fourth,7326.01,2023-05-30
215748,Al Barsha South Fourth,7159.58,2024-07-15
215749,Al Barsha South Fourth,7841.73,2024-07-05
215750,Al Barsha South Fourth,5939.41,2025-07-23
215751,Al Barsha South Fifth,7050.57,2023-10-30
215752,Al Barsha South Fifth,11829.99,2025-06-23
215753,Al Warsan First,7425.18,2025-02-11
215754,Al Warsan First,6438.08,2025-04-14
215755,Al Hebiah First,18513.93,2025-07-15
215756,Al Hebiah First,11041.84,2025-06-26
215757,Al Hebiah First,22397.56,2025-08-29
215758,Me'Aisem First,6794.65,2024-05-13
215759,Me'Aisem First,6578.95,2023-08-28
215760,Me'Aisem First,5850.97,2023-12-27
215761,Me'Aisem First,9490.94,2025-08-07
215762,Me'Aisem First,6727.43,2024-05-01
215763,Me'Aisem First,8196.72,2024-05-27
215764,Me'Aisem First,4552.85,2024-01-30
215765,Me'Aisem First,7765.31,2024-04-01
215766,Me'Aisem First,8628.13,2025-02-24
215767,Me'Aisem First,7161.46,2023-08-11
215768,Me'Aisem First,7812.5,2024-09-20
215769,Me'Aisem First,4269.1,2022-10-24
215770,Me'Aisem First,7161.46,2024-03-25
215771,Me'Aisem First,9331.6,2024-12-30
215772,Me'Aisem First,6074.44,2024-04-15
215773,Me'Aisem First,6497.73,2023-09-22
215774,Me'Aisem First,5109.55,2023-03-30
215775,Me'Aisem First,9114.58,2025-08-18
215776,Me'Aisem First,3877.47,2023-06-21
215777,Palm Jumeirah,29273.86,2022-10-19
215778,Palm Jumeirah,32121.99,2022-12-19
215779,Palm Jumeirah,33540.42,2023-03-20
215780,Palm Jumeirah,33540.42,2023-01-09
215781,Palm Jumeirah,33540.42,2025-02-17
215782,Palm Jumeirah,34185.64,2023-01-10
215783,Palm Jumeirah,34255.71,2022-12-13
215784,Me'Aisem First,16430.87,2025-08-26
215785,Jabal Ali First,8900.12,2024-12-17
215786,Al Barsha South Fifth,13944.26,2024-12-31
215787,Al Barsha South Fifth,14847.07,2024-03-20
215788,Al Barsha South Fifth,13541.54,2023-05-08
215789,Burj Khalifa,23569.57,2024-05-13
215790,Burj Khalifa,21296.49,2023-01-05
215791,Burj Khalifa,19757.89,2025-04-07
215792,Burj Khalifa,24924.14,2025-02-25
215793,Al Barsha South Fourth,9464.31,2025-01-29
215794,Al Barsha South Fourth,7998.22,2025-07-03
215795,Al Barsha South Fourth,8197.55,2024-09-23
215796,Al Hebiah First,19913.35,2025-06-13
215797,Al Hebiah First,20074.58,2024-09-30
215798,Al Hebiah First,20397.7,2024-10-01
215799,Al Hebiah First,20881.99,2024-10-14
215800,Al Hebiah First,20343.79,2025-06-17
215801,Al Hebiah First,20451.31,2024-10-11
215802,Al Hebiah First,20666.89,2025-02-20
215803,Al Hebiah First,20074.76,2024-11-05
215804,Al Hebiah First,20074.57,2024-11-07
215805,Al Hebiah First,20182.34,2024-10-15
215806,Al Hebiah First,19859.38,2024-10-28
215807,Al Hebiah First,20020.53,2024-10-09
215808,Al Hebiah First,20505.49,2025-01-08
215809,Al Hebiah First,19428.87,2024-10-15
215810,Al Hebiah First,20881.92,2024-10-29
215811,Al Hebiah First,20881.92,2024-10-08
215812,Al Hebiah First,20989.81,2025-06-19
215813,Al Hebiah First,20236.23,2024-09-18
215814,Al Hebiah First,20236.09,2024-10-11
215815,Al Hebiah First,21850.76,2025-07-15
215816,Al Hebiah First,20720.61,2024-09-27
215817,Al Hebiah First,20720.61,2024-09-25
215818,Al Hebiah First,20236.26,2025-08-12
215819,Al Hebiah First,20236.14,2025-07-07
215820,Al Hebiah First,20236.09,2025-07-22
215821,Al Hebiah First,21097.04,2025-03-17
215822,Al Hebiah First,19105.96,2025-04-03
215823,Al Hebiah First,20559.04,2025-07-21
215824,Al Hebiah First,20283.39,2025-03-10
215825,Al Hebiah First,20326.73,2025-07-08
215826,Al Hebiah First,21292.17,2025-08-13
215827,Al Hebiah First,16145.39,2025-03-17
215828,Al Hebiah First,18208.65,2025-07-23
215829,Al Hebiah First,11839.92,2024-12-11
215830,Al Hebiah First,6674.12,2022-10-25
215831,Al Hebiah First,10381.52,2024-05-23
215832,Al Hebiah First,6295.66,2023-02-15
215833,Al Hebiah First,8876.17,2022-11-08
215834,Al Hebiah First,6731.37,2023-02-15
215835,Al Hebiah First,8926.71,2024-08-02
215836,Al Hebiah First,20774.47,2025-07-16
215837,Al Hebiah First,20451.41,2025-06-03
215838,Al Hebiah First,20774.58,2025-06-04
215839,Al Hebiah First,21635.36,2025-06-23
215840,Al Hebiah First,20236.18,2025-03-03
215841,Al Hebiah First,20720.63,2025-02-20
215842,Al Hebiah First,21043.55,2025-03-03
215843,Al Hebiah First,21581.8,2025-05-23
215844,Al Hebiah First,22120.09,2025-07-09
215845,Al Hebiah First,21043.37,2025-03-13
215846,Al Hebiah First,20934.31,2025-06-16
215847,Al Hebiah First,21043.56,2025-02-11
215848,Al Hebiah First,22443.02,2025-07-15
215849,Al Hebiah First,22173.64,2025-07-14
215850,Al Hebiah First,22335.2,2025-08-05
215851,Al Hebiah First,21689.25,2025-07-21
215852,Al Hebiah First,22173.9,2025-08-07
215853,Al Hebiah First,22173.85,2025-07-01
215854,Al Hebiah First,21796.89,2025-06-20
215855,Al Hebiah First,21958.33,2025-04-14
215856,Al Hebiah First,23035.02,2025-08-05
215857,Al Hebiah First,22120.07,2025-07-08
215858,Me'Aisem First,5180.8,2023-10-17
215859,Burj Khalifa,24163.25,2023-03-06
215860,Burj Khalifa,30552.6,2023-04-17
215861,Burj Khalifa,30347.62,2023-07-12
215862,Burj Khalifa,28854.15,2024-08-08
215863,Burj Khalifa,34026.12,2024-08-08
215864,Burj Khalifa,27678.47,2023-10-18
215865,Burj Khalifa,10936.92,2023-08-02
215866,Burj Khalifa,22578.53,2025-06-19
215867,Burj Khalifa,29028.47,2023-06-01
215868,Burj Khalifa,34246.58,2024-07-29
215869,Burj Khalifa,28324.96,2025-01-03
215870,Burj Khalifa,24383.88,2022-10-25
215871,Burj Khalifa,25219.71,2023-01-17
215872,Burj Khalifa,28491.26,2023-07-31
215873,Burj Khalifa,22824.54,2023-05-31
215874,Burj Khalifa,27579.61,2023-09-13
215875,Burj Khalifa,23878.34,2023-06-21
215876,Burj Khalifa,30763.53,2023-01-31
215877,Burj Khalifa,28147.57,2023-10-18
215878,Burj Khalifa,27907.49,2023-05-23
215879,Burj Khalifa,26533.26,2023-05-24
215880,Burj Khalifa,30340.25,2024-01-24
215881,Burj Khalifa,30340.25,2023-12-21
215882,Burj Khalifa,25395.56,2024-11-04
215883,Burj Khalifa,17699.85,2023-09-12
215884,Burj Khalifa,24370.26,2025-01-31
215885,Burj Khalifa,23111.46,2024-08-22
215886,Burj Khalifa,31537.24,2022-11-02
215887,Burj Khalifa,22590.36,2024-02-13
215888,Burj Khalifa,19156.63,2025-06-16
215889,Burj Khalifa,20762.4,2023-04-27
215890,Burj Khalifa,8098.29,2023-09-19
215891,Burj Khalifa,20083.42,2023-09-08
215892,Burj Khalifa,17750.32,2024-09-17
215893,Burj Khalifa,26772.93,2024-08-20
215894,Burj Khalifa,28640.26,2024-09-12
215895,Marsa Dubai,26542.8,2022-09-13
215896,Marsa Dubai,23076.92,2024-05-09
215897,Marsa Dubai,26664.13,2025-08-19
215898,Jabal Ali First,8761.82,2023-03-22
215899,Jabal Ali First,7839.52,2023-05-03
215900,Jabal Ali First,6283.07,2023-03-07
215901,Jabal Ali First,9057.27,2023-10-19
215902,Jabal Ali First,9111.68,2024-07-03
215903,Jabal Ali First,9034.89,2024-07-03
215904,Jabal Ali First,8585.63,2024-09-05
215905,Jabal Ali First,7471.61,2023-11-06
215906,Palm Jumeirah,10361.72,2023-01-27
215907,Palm Jumeirah,20723.44,2023-01-27
215908,Me'Aisem First,10538.12,2025-01-15
215909,Madinat Dubai Almelaheyah,20729.62,2023-07-19
215910,Madinat Dubai Almelaheyah,19758.49,2024-12-16
215911,Madinat Dubai Almelaheyah,21585.67,2023-07-25
215912,Madinat Dubai Almelaheyah,21166.51,2025-01-29
215913,Marsa Dubai,17451.42,2023-09-05
215914,Marsa Dubai,8942.41,2024-04-04
215915,Marsa Dubai,12964.56,2024-04-15
215916,Marsa Dubai,32853.95,2023-02-10
215917,Marsa Dubai,25826.45,2024-05-28
215918,Business Bay,15660.46,2022-12-05
215919,Business Bay,20202.02,2024-08-29
215920,Business Bay,16030.94,2023-03-28
215921,Business Bay,19112.06,2024-02-08
215922,Business Bay,26995.38,2025-01-21
215923,Business Bay,28034.86,2024-05-06
215924,Al Barsha South Fourth,16024.06,2024-05-21
215925,Me'Aisem First,5819.16,2023-05-08
215926,Me'Aisem First,4799.28,2023-03-29
215927,Me'Aisem First,6187.75,2023-03-29
215928,Me'Aisem First,6323.4,2024-01-31
215929,Me'Aisem First,4704.68,2022-12-21
215930,Me'Aisem First,3565.2,2022-09-14
215931,Burj Khalifa,12845.01,2024-02-29
215932,Burj Khalifa,12181.69,2022-11-14
215933,Burj Khalifa,9118.2,2024-02-01
215934,Burj Khalifa,14990.86,2025-02-17
215935,Burj Khalifa,8190.13,2024-07-10
215936,Jabal Ali First,14646.15,2025-03-20
215937,Business Bay,21701.75,2025-08-07
215938,Business Bay,26471.14,2025-02-03
215939,Business Bay,22216.73,2025-02-05
215940,Burj Khalifa,11971.87,2024-07-17
215941,Burj Khalifa,11971.87,2024-07-19
215942,Burj Khalifa,11892.33,2024-07-18
215943,Burj Khalifa,9260.5,2024-01-29
215944,Business Bay,17045.97,2023-10-18
215945,Business Bay,18447.75,2025-02-18
215946,Business Bay,21522.73,2024-06-04
215947,Business Bay,13979.95,2025-05-07
215948,Business Bay,14071.29,2024-08-02
215949,Business Bay,16656.57,2025-07-14
215950,Business Bay,18858.38,2024-02-05
215951,Business Bay,8331.11,2022-10-05
215952,Business Bay,11015.47,2023-05-16
215953,Business Bay,16732.77,2024-12-10
215954,Business Bay,16521.27,2022-12-08
215955,Business Bay,18831.74,2022-11-30
215956,Business Bay,16547.02,2022-10-27
215957,Business Bay,17224.29,2022-10-03
215958,Business Bay,18626.14,2024-02-29
215959,Jabal Ali First,14481.54,2025-05-06
215960,Jabal Ali First,16161.32,2025-02-07
215961,Business Bay,8540.17,2023-06-05
215962,Business Bay,30154.01,2025-07-14
215963,Business Bay,15750.6,2023-10-05
215964,Business Bay,18503.62,2025-03-10
215965,Business Bay,15876.59,2024-07-24
215966,Business Bay,16285.64,2024-02-20
215967,Business Bay,16321.61,2023-09-05
215968,Business Bay,18391.57,2024-12-05
215969,Business Bay,10400.76,2025-01-21
215970,Business Bay,13929.15,2023-01-11
215971,Business Bay,20766.9,2025-03-06
215972,Business Bay,21501.83,2025-04-24
215973,Business Bay,20918.2,2024-01-26
215974,Business Bay,15818.61,2023-07-31
215975,Business Bay,12533.05,2024-10-18
215976,Business Bay,25279.34,2025-02-14
215977,Business Bay,19556.08,2024-06-11
215978,Business Bay,24561.17,2024-06-21
215979,Business Bay,19648.94,2025-08-12
215980,Jabal Ali First,16196.72,2025-05-06
215981,Hadaeq Sheikh Mohammed Bin Rashid,5148.13,2025-07-23
215982,Hadaeq Sheikh Mohammed Bin Rashid,14836.8,2023-08-31
215983,Hadaeq Sheikh Mohammed Bin Rashid,18666.52,2023-05-11
215984,Hadaeq Sheikh Mohammed Bin Rashid,20357.34,2023-11-06
215985,Hadaeq Sheikh Mohammed Bin Rashid,25107.6,2023-09-28
215986,Hadaeq Sheikh Mohammed Bin Rashid,21908.8,2024-08-07
215987,Hadaeq Sheikh Mohammed Bin Rashid,20995.09,2023-06-15
215988,Hadaeq Sheikh Mohammed Bin Rashid,19689.69,2023-01-23
