,transaction_id,trans_group_en,procedure_name_en,instance_date,property_type_en,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,building_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,instance_year,instance_month,instance_day,sector_name,area_lat,area_lon
1393485,1-11-2023-3200,Sales,Sell,2023-02-08,Land,,Commercial,Existing Properties,Al Mamzer,,,,,,,,0,1598.62,12045180.0,7534.74,2023.0,2.0,8.0,Unknown,25.31710909,55.34787801
1214825,1-41-2021-1378,Sales,Delayed Sell,2021-02-10,Unit,Flat,Residential,Existing Properties,Madinat Al Mataar,URBANA III STACKED HOUSE BLOCK-18,URBANA III,Dubai World Central,Al Makhtoum International Airport,,,2 B/R,1,107.52,660000.0,6138.39,2021.0,2.0,10.0,South_west,24.91892638,55.18015257
150260,1-11-2018-8918,Sales,Sell,2018-09-17,Unit,Hotel Rooms,Hospitality ,Existing Properties,Al Thanyah First,SKY CENTRAL,SKY CENTRAL,TECOM Site C,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Studio,1,27.57,1245500.0,45175.92,2018.0,9.0,17.0,West,25.0987035,55.1725124
705294,1-41-2023-14732,Sales,Delayed Sell,2023-07-27,Unit,Flat,Residential,Existing Properties,Al Warsan First,Souk Al Warsan Townhouses-H,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,3 B/R,1,221.75,1400000.0,6313.42,2023.0,7.0,27.0,Unknown,25.1599767,55.4246648
108115,1-11-2012-10288,Sales,Sell,2012-06-06,Unit,Shop,Commercial,Existing Properties,Al Warsan First,X-04,,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,73.0,361560.0,4952.88,2012.0,6.0,6.0,Unknown,25.1599767,55.4246648
1324128,1-102-2023-27218,Sales,Sell - Pre registration,2023-06-20,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,Prive Residence,Prive Residence,DUBAI HILLS,Global Village,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,62.2,1168304.0,18783.02,2023.0,6.0,20.0,Central,25.1053253,55.26733804
640421,1-11-2013-21796,Sales,Sell,2013-07-15,Unit,Flat,Residential,Existing Properties,Al Hebiah Fourth,Elite Residences 4,ELITE 4 SPORTS RESIDENCE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,122.92,800000.0,6508.3,2013.0,7.0,15.0,Central,25.03502194,55.21354639
668503,2-110-2008-201002,Mortgages,Lease to Own Registration,2008-11-06,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Sadaf 7,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,1 B/R,1,112.56,1955000.0,17368.51,2008.0,11.0,6.0,Unknown,25.09547176,55.13076456
397378,1-102-2024-40992,Sales,Sell - Pre registration,2024-06-10,Unit,Flat,Residential,Off-Plan Properties,Ras Al Khor Industrial First,Sobha One - A,SOBHA ONE,,,,,2 B/R,1,78.95,1810095.0,22927.11,2024.0,6.0,10.0,Central,25.17775008,55.33622108
767464,1-102-2023-50847,Sales,Sell - Pre registration,2023-09-28,Villa,Villa,Residential,Off-Plan Properties,Wadi Al Safa 2,,Bianca ,,IMG World Adventures,,,4 B/R,0,90.2,1812990.0,20099.67,2023.0,9.0,28.0,Central,25.10606176,55.36153117
367355,1-41-2022-19135,Sales,Delayed Sell,2022-11-07,Land,,Other,Existing Properties,Al Hebiah Fifth,,DAMAC LAGOONS - MALTA (1),,,,,,0,144.0,1748000.0,12138.89,2022.0,11.0,7.0,Central,25.00242864,55.24042905
237249,1-41-2022-12135,Sales,Delayed Sell,2022-07-19,Land,,Commercial,Existing Properties,Al Hebiah Fifth,,DAMAC LAGOONS - COSTA BRAVA (2),DAMAC Lagoons,,,,,0,144.0,1709000.0,11868.06,2022.0,7.0,19.0,Central,25.00242864,55.24042905
225487,1-11-2015-2602,Sales,Sell,2015-02-09,Unit,Office,Commercial,Existing Properties,Marsa Dubai,Marina Plaza,DM MARINA PLAZA,Dubai Marina,Burj Al Arab,Marina Mall Metro Station,Marina Mall,Office,1,336.28,4846500.0,14412.1,2015.0,2.0,9.0,Unknown,25.09547176,55.13076456
185336,1-11-2025-5224,Sales,Sell,2025-02-10,Unit,Flat,Residential,Existing Properties,Warsan Fourth,KHK 24,,International City Phase 3,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,68.97,779562.0,11302.91,2025.0,2.0,10.0,Central,25.14379674,55.40635719
59499,1-11-2013-19101,Sales,Sell,2013-06-19,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 6,,,Arabian Ranches - Al Reem 2,Global Village,,,3 B/R,0,261.14,2700000.0,10339.28,2013.0,6.0,19.0,Central,25.05482178,55.27089764
702567,1-102-2023-12875,Sales,Sell - Pre registration,2023-03-17,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,Bluewaters Bay - Building 1,Bluewaters Bay ,,,,,1 B/R,1,85.45,3410000.0,39906.38,2023.0,3.0,17.0,Unknown,25.09547176,55.13076456
1141066,1-11-2022-10519,Sales,Sell,2022-05-19,Unit,Flat,Residential,Existing Properties,Jabal Ali,MED 79,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,Studio,0,45.0,290000.0,6444.44,2022.0,5.0,19.0,Unknown,25.01126,55.06116
624340,2-13-2021-14180,Mortgages,Mortgage Registration,2021-11-10,Unit,Hotel Apartment,Hospitality ,Existing Properties,Burj Khalifa,Address Fountain Views Residences - Tower 2,THE ADDRESS RESIDENCE FOUNTAIN VIEWS II,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,134.93,2560000.0,18972.8,2021.0,11.0,10.0,Unknown,25.19005375,55.27814093
763179,1-102-2014-15149,Sales,Sell - Pre registration,2014-12-04,Unit,Flat,Residential,Off-Plan Properties,Business Bay,MAJESTINE,MAJESTINE,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,44.54,1002250.0,22502.25,2014.0,12.0,4.0,Unknown,25.18762593,55.27989946
1146061,2-13-2023-2849,Mortgages,Mortgage Registration,2023-02-23,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 7,,Serena Casa Dora,800 Villas,Hamdan Sports Complex,,,2 B/R,0,172.5,1360000.0,7884.06,2023.0,2.0,23.0,Central,25.04253774,55.28449984
445869,2-13-2015-1505,Mortgages,Mortgage Registration,2015-02-26,Unit,Flat,Residential,Existing Properties,Al Hebiah Fourth,OLYMPIC PARK 1,OLYMPIC PARK 1,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,97.96,500000.0,5104.12,2015.0,2.0,26.0,Central,25.03502194,55.21354639
690772,1-11-2023-42232,Sales,Sell,2023-12-19,Unit,Flat,Residential,Existing Properties,Marsa Dubai,Shams 1,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,3 B/R,1,175.04,2525000.0,14425.27,2023.0,12.0,19.0,Unknown,25.09547176,55.13076456
458,1-102-2023-56130,Sales,Sell - Pre registration,2023-10-24,Unit,Flat,Residential,Off-Plan Properties,Burj Khalifa,VOLTA TOWER,VOLTA TOWER,,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,0,64.52,1896000.0,29386.24,2023.0,10.0,24.0,Unknown,25.19005375,55.27814093
128991,1-102-2007-11446,Sales,Sell - Pre registration,2009-07-17,Unit,Office,Commercial,Off-Plan Properties,Business Bay,POLARIS,POLARIS,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,0,90.42,1159112.0,12819.2,2009.0,7.0,17.0,Unknown,25.18762593,55.27989946
82446,1-45-2022-620,Sales,Sell Development,2022-09-23,Unit,Flat,Residential,Existing Properties,Nad Al Shiba,Spring,,Silicon Oasis,IMG World Adventures,,,Studio,1,25.71,165500.0,6437.18,2022.0,9.0,23.0,Unknown,25.1451203,55.3392738
873405,1-102-2009-4571,Sales,Sell - Pre registration,2009-04-29,Unit,Flat,Residential,Off-Plan Properties,Me'Aisem First,THE CRESCENT A,THE CRESCENT,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,Studio,0,47.01,365000.0,7764.31,2009.0,4.0,29.0,Unknown,25.0177834,55.18312486
368910,1-41-2022-20812,Sales,Delayed Sell,2022-11-24,Land,,Residential,Existing Properties,Jabal Ali First,,Jebel Ali Village ,Jabal Ali Village,,,,,0,630.0,4700000.0,7460.32,2022.0,11.0,24.0,Unknown,25.03192836,55.14232708
345530,1-41-2009-3897,Sales,Delayed Sell,2013-05-30,Land,,Commercial,Existing Properties,Jabal Ali,,,,,,,,0,223.99,2581000.0,11522.84,2013.0,5.0,30.0,Unknown,25.01126,55.06116
177556,1-11-2015-14529,Sales,Sell,2015-09-28,Unit,Office,Commercial,Existing Properties,Al Thanyah Fifth,PLATINUM TOWER,PLATINUM TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,106.96,1375000.0,12855.27,2015.0,9.0,28.0,West,25.051959,55.15578
901718,2-13-2011-6010,Mortgages,Mortgage Registration,2011-12-15,Villa,,Residential,Existing Properties,Wadi Al Safa 5,,,The Villa,IMG World Adventures,,,,0,1556.73,4650000.0,2987.03,2011.0,12.0,15.0,Central,25.08232101,55.36365192
832793,1-11-2024-46949,Sales,Sell,2024-12-05,Unit,Flat,Residential,Existing Properties,Al Khairan First,VIDA Residences at Creek Beach,Creek Beach - VIDA Residences,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1 B/R,1,64.29,1600000.0,24887.23,2024.0,12.0,5.0,North_Central,25.19564786,55.36033252
507387,2-810-2024-343,Mortgages,Lease Finance Registration,2024-01-25,Unit,Flat,Residential,Existing Properties,Warsan Fourth,7 Seasons,,International City Phase 3,,Rashidiya Metro Station,City Centre Mirdif,2 B/R,1,116.96,409520.0,3501.37,2024.0,1.0,25.0,Central,25.14379674,55.40635719
934362,1-11-2007-658,Sales,Sell,2007-03-08,Villa,,Residential,Existing Properties,Al Thanayah Fourth,,,Meadows 2,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,,0,576.09,1451800.0,2520.09,2007.0,3.0,8.0,Unknown,25.06366745,55.1623514
296135,1-102-2020-2128,Sales,Sell - Pre registration,2020-02-10,Unit,Hotel Rooms,Hospitality ,Off-Plan Properties,Marsa Dubai,Ciel,Ciel,,Burj Al Arab,Mina Seyahi,Marina Mall,Studio,0,8.09,499950.0,61798.52,2020.0,2.0,10.0,Unknown,25.09547176,55.13076456
529840,3-9-2020-2175,Gifts,Grant,2020-10-13,Unit,Flat,Residential,Existing Properties,Burj Khalifa,South Ridge 4,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,144.93,1790500.0,12354.25,2020.0,10.0,13.0,Unknown,25.19005375,55.27814093
305215,1-11-2015-14472,Sales,Sell,2015-09-22,Unit,Flat,Residential,Existing Properties,Al Hebiah Fifth,AL RAMTH 57,REMRAAM,Remraam,Motor City,,,1 B/R,1,70.45,600439.0,8522.91,2015.0,9.0,22.0,Central,25.00242864,55.24042905
643303,2-13-2007-1349,Mortgages,Mortgage Registration,2007-07-19,Villa,,Residential,Existing Properties,Mirdif,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,929.03,4900000.0,5274.32,2007.0,7.0,19.0,North,25.22331903,55.42166405
435731,1-41-2025-6388,Sales,Delayed Sell,2025-02-13,Land,,Other,Existing Properties,Al Yelayiss 1,,DAMAC ISLANDS - MALDIVES 2,,,,,,0,143.99,2423000.0,16827.56,2025.0,2.0,13.0,Unknown,25.01299444,55.31510801
162721,2-13-2017-1168,Mortgages,Mortgage Registration,2017-02-14,Unit,Flat,Residential,Existing Properties,Jabal Ali,MED 48,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,90.0,543750.0,6041.67,2017.0,2.0,14.0,Unknown,25.01126,55.06116
865660,2-13-1999-2000,Mortgages,Mortgage Registration,1999-12-08,Villa,,Residential,Existing Properties,Nad Al Hamar,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,1393.55,500000.0,358.8,1999.0,12.0,8.0,Unknown,25.20191882,55.38446945
1422093,1-102-2021-22785,Sales,Sell - Pre registration,2021-11-29,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,B2,Seventh Heaven - Ashjar,,IMG World Adventures,,,1 B/R,1,75.83,832111.0,10973.37,2021.0,11.0,29.0,Central,25.11569338,55.32337167
943487,2-14-2018-886,Mortgages,Modify Mortgage,2018-08-16,Building,,Other,Existing Properties,Al Barshaa South Second,,,,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,,0,37161.22,25000000.0,672.74,2018.0,8.0,16.0,Unknown,25.07190314,55.23227541
55759,1-102-2024-56843,Sales,Sell - Pre registration,2024-08-02,Unit,Flat,Residential,Off-Plan Properties,Me'Aisem First,Samana Lake Views 2,Samana Lake Views 2,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,1 B/R,1,74.85,943404.0,12603.93,2024.0,8.0,2.0,Unknown,25.0177834,55.18312486
274111,2-13-2013-2593,Mortgages,Mortgage Registration,2013-04-24,Unit,Office,Commercial,Existing Properties,Burj Khalifa,THE PRISM,THE PRISM,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,91.3,1150147.0,12597.45,2013.0,4.0,24.0,Unknown,25.19005375,55.27814093
1200989,1-102-2011-2208,Sales,Sell - Pre registration,2011-06-13,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,GOLDCREST VIEWS 2,GOLD CREST VIEWS2,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Studio,1,36.55,311990.0,8535.98,2011.0,6.0,13.0,West,25.051959,55.15578
586730,1-41-2022-848,Sales,Delayed Sell,2022-01-17,Unit,Flat,Residential,Existing Properties,Me'Aisem First,Al Andalus Building H,,Jumeirah Golf Estates,Sports City Swimming Academy,Damac Properties,Marina Mall,1 B/R,1,76.43,836671.0,10946.89,2022.0,1.0,17.0,Unknown,25.0177834,55.18312486
77005,1-11-2023-8679,Sales,Sell,2023-03-23,Unit,Flat,Residential,Existing Properties,Business Bay,The Opus By Omniyat,THE OPUS BY OMNIYAT,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,1 B/R,1,95.64,4693310.0,49072.67,2023.0,3.0,23.0,Unknown,25.18762593,55.27989946
1351244,2-810-2018-514,Mortgages,Lease Finance Registration,2018-06-04,Unit,Flat,Residential,Existing Properties,Wadi Al Safa 5,4DIRECTION RESIDENCE 1,,Residential Complex,IMG World Adventures,,,2 B/R,1,116.06,458287.0,3948.71,2018.0,6.0,4.0,Central,25.08232101,55.36365192
144695,2-13-2022-9231,Mortgages,Mortgage Registration,2022-06-23,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 5,,AMARANTA 2 ,,IMG World Adventures,,,3 B/R,0,162.76,1276240.0,7841.24,2022.0,6.0,23.0,Central,25.08232101,55.36365192
1113419,1-11-2021-18229,Sales,Sell,2021-10-13,Unit,Flat,Residential,Existing Properties,Marsa Dubai,LA RIVIERA TOWER,,Dubai Marina,Burj Al Arab,Jumeirah Lakes Towers,Marina Mall,2 B/R,1,106.84,915000.0,8564.21,2021.0,10.0,13.0,Unknown,25.09547176,55.13076456
903167,1-110-2008-100336,Sales,Lease to Own Registration,2008-07-07,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 6,,,Arabian Ranches - Al Reem 2,Global Village,,,3 B/R,0,259.73,2900000.0,11165.44,2008.0,7.0,7.0,Central,25.05482178,55.27089764
997922,1-11-2015-16632,Sales,Sell,2015-11-11,Unit,Flat,Residential,Existing Properties,Al Warsan First,Trafalgar Executive,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,1 B/R,1,77.63,673400.0,8674.48,2015.0,11.0,11.0,Unknown,25.1599767,55.4246648
1019083,1-102-2008-15208,Sales,Sell - Pre registration,2010-04-15,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,EAGLE HEIGHTS,EAGLE HEIGHTS,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,39.24,342247.0,8721.9,2010.0,4.0,15.0,Central,25.03502194,55.21354639
24727,1-11-2022-19802,Sales,Sell,2022-08-18,Unit,Flat,Residential,Existing Properties,Marsa Dubai,MARINA DIAMOND-2,,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,53.14,450000.0,8468.2,2022.0,8.0,18.0,Unknown,25.09547176,55.13076456
1076563,2-13-2022-12995,Mortgages,Mortgage Registration,2022-08-25,Unit,Flat,Residential,Existing Properties,Al Hebiah Second,GLITZ RESIDENCE 3 -TOWER 2,GLITZ RESIDENCE 3,Dubai Studio City,Motor City,Dubai Internet City,,2 B/R,1,106.8,632952.0,5926.52,2022.0,8.0,25.0,Central,25.03836176,55.24784173
671415,1-102-2024-108854,Sales,Sell - Pre registration,2024-12-27,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,Binghatti Royale,Binghatti Royale,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,74.97,1300000.0,17340.27,2024.0,12.0,27.0,Central,25.05936493,55.21207713
80373,1-102-2024-13005,Sales,Sell - Pre registration,2024-03-04,Unit,Flat,Residential,Off-Plan Properties,Wadi Al Safa 3,The Haven - Tower B,THE HAVEN,Majan,IMG World Adventures,,,Studio,1,43.09,535708.0,12432.3,2024.0,3.0,4.0,Central,25.11569338,55.32337167
513971,1-102-2023-49521,Sales,Sell - Pre registration,2023-09-28,Unit,Flat,Residential,Off-Plan Properties,Al Barshaa South Third,VINCITORE VOLARE,Vincitore Volare,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,41.11,611820.0,14882.51,2023.0,9.0,28.0,Unknown,25.06209482,55.23443163
155806,1-11-2022-25183,Sales,Sell,2022-10-14,Unit,Flat,Residential,Existing Properties,Al Thanyah Third,GR Arno,,The Greens,Burj Al Arab,Dubai Internet City,Marina Mall,1 B/R,1,97.83,1050000.0,10732.9,2022.0,10.0,14.0,West,25.094255,55.161612
233304,1-102-2024-68371,Sales,Sell - Pre registration,2024-09-05,Unit,Flat,Residential,Off-Plan Properties,Bukadra,360 Riverside Crescent,360 Riverside Crescent,,,,,1 B/R,1,56.69,1577393.0,27824.89,2024.0,9.0,5.0,Unknown,25.1770677,55.3250371
1351382,2-13-2017-3922,Mortgages,Mortgage Registration,2017-05-08,Villa,Villa,Residential,Existing Properties,Al Yelayiss 1,,REEM-MIRA COMMUNITY PH 1,,Dubai Cycling Course,,,3 B/R,0,332.52,1749000.0,5259.83,2017.0,5.0,8.0,Unknown,25.01299444,55.31510801
405002,1-11-2009-7,Sales,Sell,2009-01-06,Villa,,Residential,Existing Properties,Palm Jumeirah,,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,,0,1245.49,4650000.0,3733.47,2009.0,1.0,6.0,West,25.1193271,55.1317401
1380447,1-11-2013-3140,Sales,Sell,2013-01-31,Unit,Shop,Commercial,Existing Properties,Al Thanyah Fifth,Lakepoint N2,,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Shop,1,531.6,4577890.0,8611.53,2013.0,1.0,31.0,West,25.051959,55.15578
29014,1-102-2024-97452,Sales,Sell - Pre registration,2024-11-19,Unit,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,Orra The Embankment - Tower 1,Orra The Embankment,Jumeirah Islands,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,1 B/R,1,88.96,766045.0,8611.13,2024.0,11.0,19.0,West,25.051959,55.15578
610626,1-102-2014-14500,Sales,Sell - Pre registration,2014-11-18,Unit,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,MULBERRY at PARK HEIGHTS Building B2,MULBERRY at PARK HEIGHTS,DUBAI HILLS - PARK,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,2 B/R,1,145.63,2100888.0,14426.2,2014.0,11.0,18.0,Central,25.1053253,55.26733804
1027314,1-102-2015-3239,Sales,Sell - Pre registration,2015-03-12,Unit,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,GHALIA,GHALIA,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,41.05,732450.0,17842.87,2015.0,3.0,12.0,Central,25.05936493,55.21207713
804902,2-110-2019-66,Mortgages,Lease to Own Registration,2019-02-14,Villa,,Residential,Existing Properties,Al Barsha South Fifth,,,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,728.06,1749000.0,2402.27,2019.0,2.0,14.0,Central,25.04291825,55.18747333
375483,1-11-2002-410,Sales,Sell,2002-03-11,Villa,,Residential,Existing Properties,Mirdif,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,696.77,487500.0,699.66,2002.0,3.0,11.0,North,25.22331903,55.42166405
200928,2-13-2024-8601,Mortgages,Mortgage Registration,2024-05-01,Unit,Flat,Residential,Existing Properties,Marsa Dubai,EMERALD RESIDENCE,,Dubai Marina,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,4 B/R,1,452.26,3561600.0,7875.12,2024.0,5.0,1.0,Unknown,25.09547176,55.13076456
999181,1-11-2024-42074,Sales,Sell,2024-11-05,Villa,,Residential,Existing Properties,Mirdif,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,5643.86,6800000.0,1204.85,2024.0,11.0,5.0,North,25.22331903,55.42166405
282792,1-11-2018-5461,Sales,Sell,2018-05-23,Unit,Flat,Residential,Existing Properties,Al Hebiah Fourth,Giovanni Boutique Suites,GIOVANNI BOUTIQUE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,42.18,540000.0,12802.28,2018.0,5.0,23.0,Central,25.03502194,55.21354639
97017,1-11-2012-22760,Sales,Sell,2012-11-28,Unit,Flat,Residential,Existing Properties,Burj Khalifa,WEST HEIGHTS 3,,Business Bay,Burj Khalifa,Business Bay Metro Station,Dubai Mall,3 B/R,1,204.11,2600000.0,12738.23,2012.0,11.0,28.0,Unknown,25.19005375,55.27814093
922137,1-102-2023-1006,Sales,Sell - Pre registration,2023-01-05,Unit,Flat,Residential,Off-Plan Properties,Business Bay,Peninsula Four,Peninsula Four,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,48.31,1165000.0,24115.09,2023.0,1.0,5.0,Unknown,25.18762593,55.27989946
30835,1-102-2017-7664,Sales,Sell - Pre registration,2017-03-28,Unit,Flat,Residential,Off-Plan Properties,Marsa Dubai,THE RESIDENCES AT MARINA GATE 1,THE RESIDENCES AT MARINA GATE 1,,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,125.05,2120000.0,16953.22,2017.0,3.0,28.0,Unknown,25.09547176,55.13076456
1186968,1-102-2023-47492,Sales,Sell - Pre registration,2023-09-14,Unit,Hotel Rooms,Hospitality ,Off-Plan Properties,Marsa Dubai,Ciel,Ciel,,Burj Al Arab,Mina Seyahi,Marina Mall,Studio,0,7.76,653325.0,84191.37,2023.0,9.0,14.0,Unknown,25.09547176,55.13076456
616588,1-11-2020-7574,Sales,Sell,2020-09-14,Villa,,Residential,Existing Properties,Al Barshaa South Second,,Villa Lantana 1,Dubiotech,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,,0,237.86,1900000.0,7987.89,2020.0,9.0,14.0,Unknown,25.07190314,55.23227541
768136,1-41-2016-462,Sales,Delayed Sell,2016-01-14,Land,,Residential,Existing Properties,Saih Shuaib 1,,,JABEL ALI HILLS,Dubai Parks and Resorts,,,,0,954.02,1283625.0,1345.49,2016.0,1.0,14.0,South_west,24.90299131,54.99456636
1373166,1-102-2023-58687,Sales,Sell - Pre registration,2023-11-03,Unit,Flat,Residential,Off-Plan Properties,Al Yelayiss 2,Aria on the park,Symphony,TOWN SQUARE,Dubai Cycling Course,,,1 B/R,1,60.21,804888.0,13368.01,2023.0,11.0,3.0,Unknown,24.99404911,55.29142486
1203795,1-102-2015-15215,Sales,Sell - Pre registration,2015-12-14,Unit,Flat,Residential,Off-Plan Properties,Al Hebiah Fourth,OASIS TOWER ONE,OASIS TOWER ONE,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,56.67,543750.0,9595.02,2015.0,12.0,14.0,Central,25.03502194,55.21354639
169076,1-102-2024-86668,Sales,Sell - Pre registration,2024-10-16,Unit,Flat,Residential,Off-Plan Properties,Madinat Hind 4,DAMAC HILLS (2)-ELO,DAMAC HILLS (2) - ELO,DAMAC HILLS 2,,,,2 B/R,1,72.02,928000.0,12885.31,2024.0,10.0,16.0,South,24.9981931,55.37157657
247633,1-11-2008-210413,Sales,Sell,2008-12-01,Unit,Shop,Commercial,Existing Properties,Al Warsan First,Y-15,,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,48.0,491200.0,10233.33,2008.0,12.0,1.0,Unknown,25.1599767,55.4246648
278512,1-11-2021-21809,Sales,Sell,2021-12-06,Villa,Villa,Residential,Existing Properties,Wadi Al Safa 7,,Serena Casa Dora,800 Villas,Hamdan Sports Complex,,,3 B/R,0,194.26,1700000.0,8751.16,2021.0,12.0,6.0,Central,25.04253774,55.28449984
84722,2-13-2023-23335,Mortgages,Mortgage Registration,2023-12-14,Villa,,Residential,Existing Properties,Al Hebiah Third,,DAMAC HILLS -  RICHMOND ,DAMAC HILLS,Motor City,,,,0,253.05,2200000.0,8693.93,2023.0,12.0,14.0,Central,25.02147288,55.26216265
1004812,1-11-2023-15383,Sales,Sell,2023-05-22,Unit,Flat,Residential,Existing Properties,Al Barsha South Fourth,GHALIA,GHALIA,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,Studio,1,40.59,490000.0,12071.94,2023.0,5.0,22.0,Central,25.05936493,55.21207713
140830,2-39-2022-13,Mortgages,Development Mortgage,2022-01-17,Villa,Villa,Residential,Existing Properties,Dubai Investment Park First,,,Dubai Investment Park First,Expo 2020 Site,Ibn Battuta Metro Station,Ibn-e-Battuta Mall,4 B/R,0,812.03,2834000.0,3490.02,2022.0,1.0,17.0,South_west,24.99222384,55.16651934
1186988,1-11-2014-2571,Sales,Sell,2014-02-03,Unit,Office,Commercial,Existing Properties,Business Bay,BURLINGTON TOWER,BURLINGTON TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,116.21,1688083.0,14526.14,2014.0,2.0,3.0,Unknown,25.18762593,55.27989946
221423,1-11-2008-5496,Sales,Sell,2008-10-29,Villa,,Residential,Existing Properties,Al Rashidiya,,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,743.22,3060000.0,4117.22,2008.0,10.0,29.0,North,25.2234238,55.3915625
1245128,1-11-2004-1765,Sales,Sell,2004-08-11,Villa,,Residential,Existing Properties,Al Goze First,,,,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,,0,654.5,800000.0,1222.31,2004.0,8.0,11.0,Unknown,25.16471441,55.25453415
