,meter_sale_price,procedure_area,rooms_en,floor_bin,swimming_pool,balcony,elevator,metro,has_parking,area_name_en,instance_date
157968,6669.4,73.11,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-04-25
18328,10807.89,37.01,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2022-10-31
50235,9542.44,42.18,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2023-07-11
157528,6717.98,76.66,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-11-24
54364,7612.79,41.68,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-02-06
237178,4529.1,94.5,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-10-24
119728,4416.96,113.2,2 B/R,1-10,0,1,1,1,1,Al Hebiah Fourth,2023-08-02
203107,7514.18,130.42,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-07-19
168808,17049.52,67.04,1 B/R,31-40,0,1,1,1,1,Al Hebiah Fourth,2024-03-04
308479,5225.2,51.71,2 B/R,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2025-01-29
198285,17215.07,41.94,Studio,1-10,0,1,1,1,1,Al Hebiah Fourth,2024-07-01
193454,16213.92,82.46,2 B/R,11-20,0,1,1,1,1,Al Hebiah Fourth,2025-01-10
25292,7163.99,77.75,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-05-09
184330,19620.75,37.97,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-10-09
24355,12330.46,40.55,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-06-25
147798,7239.72,43.51,Studio,11-20,1,1,0,1,1,Al Hebiah Fourth,2022-05-13
5314,15486.23,62.83,1 B/R,11-20,0,1,1,1,1,Al Hebiah Fourth,2024-03-04
269610,5297.11,73.24,1 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2025-02-25
295463,7203.67,71.33,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-01-17
30189,7737.94,38.77,Studio,Below 1st floor,1,1,0,1,1,Al Hebiah Fourth,2022-10-11
90179,16579.45,36.31,Studio,1-10,0,1,1,1,1,Al Hebiah Fourth,2024-06-10
251783,9159.75,81.88,2 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-05-23
173579,8367.66,77.68,1 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2024-12-13
3645,5641.9,76.57,1 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-05-10
266359,8169.63,54.47,Studio,11-20,1,1,0,1,1,Al Hebiah Fourth,2023-06-05
299243,12137.2,75.8,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-02-01
236290,4121.03,107.74,2 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-08-08
80268,9836.59,63.03,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-06-03
20336,5820.72,73.66,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-04-01
276048,17145.46,43.86,Studio,21-30,1,1,1,1,1,Al Hebiah Fourth,2024-06-03
35349,16928.59,36.27,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-04-22
266332,10858.59,39.6,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-11-02
118735,12319.36,40.55,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-05-20
295443,9259.26,37.8,Studio,1-10,0,1,1,1,1,Al Hebiah Fourth,2024-05-21
4259,9685.4,96.63,1 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-05-30
247001,13530.32,63.81,1 B/R,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2024-08-05
36109,14685.68,76.19,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-11-29
5265,14298.35,108.78,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-06-26
217649,12507.78,80.35,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-12-17
305219,7905.14,113.85,2 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-11-20
242166,11539.73,60.66,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-05-23
109865,5111.48,36.33,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-11-30
65313,6892.07,38.45,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2022-02-07
271232,15823.88,63.48,1 B/R,21-30,1,1,1,1,1,Al Hebiah Fourth,2024-06-24
95127,15183.83,62.83,1 B/R,11-20,0,1,1,1,1,Al Hebiah Fourth,2025-04-17
98113,6733.17,40.1,Studio,21-30,1,1,0,1,1,Al Hebiah Fourth,2022-03-11
261133,5648.87,88.57,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-07-24
256289,5804.14,94.76,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2022-04-26
100159,16178.95,63.48,1 B/R,21-30,1,1,1,1,1,Al Hebiah Fourth,2024-04-16
271233,17838.43,36.27,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-03-08
25322,7492.51,40.04,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-01-13
100107,5317.45,81.43,Studio,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2023-12-11
212794,2914.21,149.72,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-12-20
5305,5597.18,101.57,2 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2022-02-24
14445,6851.78,77.79,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-06-05
85192,5790.95,103.61,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-03-11
274089,14274.13,36.99,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-02-24
30284,4173.01,127.91,2 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2023-08-28
50276,15155.13,67.04,1 B/R,31-40,0,1,1,1,1,Al Hebiah Fourth,2024-04-29
192934,9601.75,77.59,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-07-08
119724,8273.76,91.69,1 B/R,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2024-05-27
163703,20559.05,41.93,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2025-06-18
242136,6601.27,109.07,2 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-03-05
95130,15997.23,86.64,2 B/R,21-30,0,1,1,1,1,Al Hebiah Fourth,2024-03-19
206415,5314.07,135.64,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-12-21
89255,6972.56,74.97,1 B/R,Below 1st floor,1,1,0,1,0,Al Hebiah Fourth,2022-08-15
99091,9905.89,121.14,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-04-22
94753,8617.64,84.71,2 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-02-12
182047,7151.28,135.64,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-06-03
75313,16822.66,80.13,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-09-09
139309,17350.53,35.88,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-03-26
93871,9633.07,96.75,2 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2022-09-22
100167,10742.58,74.47,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-09-03
163465,8099.98,129.63,2 B/R,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2023-09-11
203125,4454.19,35.36,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2022-04-22
242152,18367.35,36.26,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-06-12
183562,11197.37,66.98,1 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-07-15
182663,8803.52,74.97,1 B/R,Below 1st floor,1,1,0,1,0,Al Hebiah Fourth,2024-07-23
118049,11625.02,80.16,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-03-03
117768,11439.47,31.47,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2023-03-07
118822,7147.72,146.9,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-02-25
293460,9027.68,70.45,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-09-20
309981,10081.61,41.66,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2023-10-10
105045,16386.67,36.31,Studio,1-10,0,1,1,1,1,Al Hebiah Fourth,2024-04-23
90875,13873.54,76.69,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-10-17
309975,7988.64,56.33,1 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2023-09-21
154305,7269.16,127.25,2 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2022-05-13
261459,11331.44,35.3,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-12-11
84664,7521.41,129.63,2 B/R,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2023-12-01
227387,16142.49,63.48,1 B/R,21-30,1,1,1,1,1,Al Hebiah Fourth,2024-07-03
139604,15050.58,64.25,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-05-13
271192,4554.02,65.81,1 B/R,1-10,0,1,1,1,1,Al Hebiah Fourth,2024-03-07
280,15776.95,138.28,3 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2025-06-02
256636,17249.43,43.86,Studio,21-30,1,1,1,1,1,Al Hebiah Fourth,2024-03-19
55308,15430.55,77.83,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-07-31
212816,9467.38,81.86,2 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2023-12-26
227348,7220.71,36.7,Studio,1-10,0,1,1,1,1,Al Hebiah Fourth,2023-05-03
100136,7523.94,95.03,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-06-24
193437,6117.12,75.64,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-10-04
75295,6827.62,142.07,2 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-07-30
60260,6051.44,66.1,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-04-06
261468,15016.05,43.62,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-08-20
168753,13981.02,108.78,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-04-11
290606,16200.04,71.74,1 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2025-06-20
55293,4775.55,146.58,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-09-06
290572,6455.7,39.5,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-02-07
59934,6654.64,44.33,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-06-12
237147,8407.87,55.9,Studio,1-10,1,0,0,1,1,Al Hebiah Fourth,2024-12-12
55315,3837.63,58.63,1 B/R,Below 1st floor,1,1,0,1,0,Al Hebiah Fourth,2023-01-04
266331,7039.7,143.33,3 B/R,11-20,1,1,0,1,0,Al Hebiah Fourth,2022-04-27
237,9591.12,39.62,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-10-09
286506,14538.93,76.39,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-08-13
212846,15724.69,80.02,2 B/R,21-30,0,1,1,1,1,Al Hebiah Fourth,2024-07-23
83155,9794.18,70.45,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-09-12
5306,6346.37,93.0,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-12-18
198256,5483.49,126.22,2 B/R,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2023-10-23
139576,9896.54,44.46,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-01-30
178626,13332.16,56.63,Studio,21-30,1,1,0,1,1,Al Hebiah Fourth,2024-12-23
266352,9861.05,44.62,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-05-19
30254,12921.25,57.27,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-05-23
207630,4536.0,105.82,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-05-21
202615,7802.97,41.01,Studio,11-20,1,1,0,1,1,Al Hebiah Fourth,2023-07-10
137891,8416.0,71.3,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-12-20
198291,14983.77,67.17,1 B/R,11-20,0,1,1,1,1,Al Hebiah Fourth,2024-04-25
159180,16467.78,67.04,1 B/R,31-40,0,1,1,1,1,Al Hebiah Fourth,2024-03-06
193206,19295.32,70.72,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-06-25
242161,10695.8,84.76,1 B/R,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2025-03-21
203120,5266.24,34.18,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-04-04
188536,7877.24,97.75,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-07-19
211134,12163.17,80.16,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-05-01
233014,6547.91,78.94,1 B/R,11-20,0,1,1,1,1,Al Hebiah Fourth,2023-01-10
109958,6254.4,127.91,2 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2022-08-03
230,8297.77,42.18,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2023-01-20
276047,16289.81,78.81,2 B/R,1-10,0,1,1,1,1,Al Hebiah Fourth,2024-06-10
280369,7436.63,20.0,Studio,Below 1st floor,1,1,0,1,1,Al Hebiah Fourth,2024-02-27
105022,7841.02,73.97,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-11-09
148876,5932.2,76.7,1 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2023-06-14
220898,8102.72,33.49,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2023-08-18
266013,6654.64,44.33,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-06-09
207447,6102.03,122.91,2 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2022-09-26
308480,8122.22,103.42,2 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2025-04-21
280890,15482.44,62.91,1 B/R,21-30,1,1,1,1,1,Al Hebiah Fourth,2024-03-07
19363,14596.73,47.03,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-05-03
246976,15327.07,62.83,1 B/R,11-20,0,1,1,1,1,Al Hebiah Fourth,2024-03-15
15394,8395.87,88.07,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2022-07-06
275951,8041.63,63.42,1 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2024-11-14
118118,6397.8,61.74,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-10-30
84653,6845.9,40.17,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-01-12
84491,6650.09,92.48,1 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2024-10-22
281576,12843.3,113.0,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-02-10
290548,7385.58,72.1,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-01-20
149341,6767.37,79.44,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-09-04
264329,10188.2,69.5,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-04-14
230639,2783.05,79.05,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-01-04
93454,6361.45,103.75,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-09-05
295434,6628.65,84.18,1 B/R,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2022-03-02
177609,6778.28,147.53,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-10-21
198031,16780.95,35.75,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-06-24
50210,12002.82,42.49,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-12-30
271139,8416.73,38.97,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-02-20
95126,15273.19,78.7,2 B/R,21-30,0,1,1,1,1,Al Hebiah Fourth,2024-04-02
144084,7069.64,84.87,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-01-09
279856,11418.69,86.7,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-01-17
152604,7131.16,103.77,2 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-01-10
178622,13491.6,80.35,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-12-09
129615,11910.93,38.62,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-10-03
305271,14415.36,38.67,Studio,Below 1st floor,1,1,0,1,1,Al Hebiah Fourth,2024-07-04
20386,8927.69,55.22,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-03-12
53635,6212.79,77.26,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-04-02
20443,16818.43,37.34,Studio,11-20,0,1,1,1,1,Al Hebiah Fourth,2024-05-02
68779,4655.8,150.35,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-09-08
178073,7555.45,41.03,Studio,11-20,1,1,0,1,1,Al Hebiah Fourth,2023-01-31
50236,4417.31,76.97,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-06-01
90207,14413.88,112.0,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-03-17
125337,15499.42,76.23,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-05-20
213556,12138.23,49.02,Studio,11-20,0,1,1,1,1,Al Hebiah Fourth,2025-03-03
18742,5039.6,152.79,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-09-21
203126,6757.93,44.66,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-01-24
173594,7567.7,84.57,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-09-23
246451,8041.66,129.63,2 B/R,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2023-10-31
84146,11124.76,73.26,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-04-04
168758,7768.15,100.41,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-02-28
188564,9770.4,81.88,2 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-04-24
30301,18169.29,36.27,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-06-14
211201,6154.13,86.81,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-07-12
203141,10818.71,34.2,Studio,11-20,1,1,0,1,1,Al Hebiah Fourth,2024-06-14
65325,15782.12,78.76,2 B/R,21-30,1,1,1,1,1,Al Hebiah Fourth,2024-07-15
84663,8462.57,127.03,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-05-23
80315,18855.45,43.86,Studio,21-30,1,1,1,1,1,Al Hebiah Fourth,2024-04-25
80258,3967.81,145.08,2 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-01-30
261395,11621.55,73.14,1 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-11-22
124580,7273.64,39.87,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-02-10
15350,9177.53,71.37,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-08-12
246948,16119.96,127.93,2 B/R,Below 1st floor,1,1,0,1,1,Al Hebiah Fourth,2025-06-20
289855,11732.87,162.44,3 B/R,21-30,1,1,1,1,1,Al Hebiah Fourth,2025-03-24
15354,5295.21,75.54,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-07-25
63819,10434.72,150.35,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-09-08
65322,15190.66,64.25,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-03-01
104934,9645.89,116.63,2 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-01-26
118734,12419.14,59.36,1 B/R,1-10,1,0,1,1,1,Al Hebiah Fourth,2024-04-08
142449,9936.12,70.45,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-05-30
227329,8926.31,78.98,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-09-12
246929,9639.12,65.95,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-09-10
242145,18011.57,36.31,Studio,1-10,0,1,1,1,1,Al Hebiah Fourth,2024-04-22
232287,15973.53,63.48,1 B/R,21-30,1,1,1,1,1,Al Hebiah Fourth,2024-06-25
182649,4834.33,92.05,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-05-23
20430,8395.89,88.08,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2022-07-06
144420,7763.75,68.91,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-12-06
300266,9108.34,104.3,2 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-06-23
208001,6698.49,86.08,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-03-09
178535,9278.72,137.95,3 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-10-03
20387,10477.04,89.72,1 B/R,1-10,1,0,1,1,1,Al Hebiah Fourth,2025-02-25
90174,7134.62,124.8,2 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2024-09-05
159194,23497.82,29.79,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2022-11-30
65267,10497.7,132.41,2 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2025-04-22
114877,14436.96,124.68,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-06-12
288604,7004.41,72.64,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-09-16
45238,8961.01,41.29,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-03-27
134496,6785.58,51.58,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-04-11
59761,8801.14,42.04,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-07-25
16156,11871.73,43.95,Studio,11-20,0,1,1,1,1,Al Hebiah Fourth,2022-04-07
217617,10429.84,31.64,Studio,11-20,1,0,0,1,1,Al Hebiah Fourth,2023-08-24
134475,9149.13,32.79,Studio,11-20,0,1,1,1,1,Al Hebiah Fourth,2025-03-20
33636,7949.31,86.8,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-04-30
257,6538.46,124.8,2 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2025-04-24
177890,4675.18,73.58,1 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2022-11-08
246977,16799.78,36.31,Studio,1-10,0,1,1,1,1,Al Hebiah Fourth,2024-03-04
128532,10851.76,73.26,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-05-29
15427,15314.43,32.44,Studio,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2024-08-05
75297,15957.32,82.47,2 B/R,1-10,0,1,1,1,1,Al Hebiah Fourth,2024-08-13
174347,21629.13,37.8,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-11-14
10066,14312.09,86.64,1 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2025-06-09
75308,18367.35,36.26,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-07-10
237156,9957.33,42.18,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2023-10-25
31019,11532.65,43.95,Studio,11-20,0,1,1,1,1,Al Hebiah Fourth,2022-12-16
29607,7237.5,89.81,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-05-30
104980,9122.01,43.85,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-07-11
129665,15503.34,34.47,Studio,Below 1st floor,1,1,1,1,1,Al Hebiah Fourth,2024-02-20
290551,10271.32,61.92,1 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2025-01-22
178595,6447.74,103.9,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-02-03
198264,7309.89,54.21,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-06-26
290587,8324.08,72.08,1 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2025-06-04
15380,8176.1,79.5,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-11-12
309988,10878.78,35.39,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2023-03-13
129057,6996.53,126.92,2 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-05-16
69816,10841.39,42.43,Studio,1-10,1,0,1,1,1,Al Hebiah Fourth,2024-12-18
9611,4985.41,82.24,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2022-08-11
70276,7575.76,39.6,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-05-29
50278,17996.79,37.34,Studio,11-20,0,1,1,1,1,Al Hebiah Fourth,2024-06-07
25321,6927.79,75.06,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2022-01-18
39377,5357.62,141.66,2 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-05-23
105047,15870.27,86.64,2 B/R,21-30,0,1,1,1,1,Al Hebiah Fourth,2024-04-29
153196,12330.46,40.55,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-06-28
80279,10030.27,63.84,1 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2025-04-18
125336,12461.51,105.23,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-02-06
154257,4885.2,122.82,2 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2022-01-19
159129,4668.85,149.93,2 B/R,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-11-05
237187,15617.8,82.47,2 B/R,1-10,0,1,1,1,1,Al Hebiah Fourth,2024-10-03
89916,15237.71,49.22,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2025-06-03
40353,18257.03,36.26,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-06-07
215641,5867.31,66.47,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2023-05-22
139549,6361.59,93.31,1 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2025-02-27
119741,10505.19,42.36,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2024-09-18
264,15438.37,78.7,2 B/R,21-30,0,1,1,1,1,Al Hebiah Fourth,2024-08-14
275696,6201.55,64.5,1 B/R,11-20,1,1,0,1,1,Al Hebiah Fourth,2023-02-22
305266,15025.43,62.91,1 B/R,21-30,1,1,1,1,1,Al Hebiah Fourth,2024-07-03
203156,16540.54,36.26,Studio,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-05-13
154259,6458.35,70.56,Studio,1-10,1,1,0,1,1,Al Hebiah Fourth,2023-04-05
171864,13454.97,80.16,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-04-17
100145,15650.97,86.64,2 B/R,21-30,0,1,1,1,1,Al Hebiah Fourth,2024-08-08
142737,9605.79,80.16,1 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-12-19
3656,4261.25,129.07,2 B/R,1-10,1,1,0,1,1,Al Hebiah Fourth,2022-11-28
285239,7368.34,127.03,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2025-03-24
35309,8876.24,42.18,Studio,11-20,1,1,1,1,1,Al Hebiah Fourth,2024-09-02
70286,7999.66,118.13,2 B/R,1-10,1,1,1,1,1,Al Hebiah Fourth,2024-10-22
